year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation,rate_homeless,rate_sheltered,rate_unsheltered,percent_black,percent_latino_hispanic,percent_asian,percent_pacific_inslander,percent_population_0_19,percent_population_65_plus,percent_female_population
2014,NE-501,1630.0,1604.0,26.0,799432,-1.9782370907953,,,13.1499872207642,22.0588989257813,35.9999084472656,,0,3768,2.23394870758057,1,0,4.0778923034668,44.384391784668,12.8727645874023,4.0223708152771,92.2115173339844,,68354,83646,20877,456,229550,91450,404721,3164,,,,,,8.45334656387285,,20.8146381378174,73.3688201904297,0.124401956796646,29.9445056915283,20.389476528335116,20.064245614386213,0.3252309139489037,0.08550320727716679,0.10463178856988462,0.026114791501966397,0.0005704049875411543,0.28714137037296483,0.11439371954087402,0.5062606950935163
2015,NE-501,1481.0,1437.0,44.0,808658,0.789157156091051,1.95141613483429,13.7141065597534,13.1499872207642,22.0588989257813,35.9999084472656,6.47581958770752,0,3851,2.23394870758057,1,0,3.5884644985199,44.384391784668,11.6588230133057,3.83164882659912,90.6556243896484,16.3036117553711,68931,86380,22381,459,231632,95125,409189,2757,,28.7566928863525,25.7601833343506,10.7348031997681,62.0860023498535,8.3765545140591,,26.9807395935059,72.4241714477539,0.322622507810593,38.6104393005371,18.314293557968885,17.770182203106877,0.544111354862006,0.08524122682271121,0.10681895189313653,0.02767671871174217,0.0005676070724583199,0.28644000306680945,0.1176331650710189,0.506009957237794
2016,NE-501,1509.0,1452.0,57.0,818641,4.39945973485264,,,13.1499872207642,22.0588989257813,35.9999084472656,,0,3835,2.23394870758057,1,0,3.24625515937805,44.384391784668,12.2467603683472,3.79834461212158,91.5422515869141,,69664,89527,24140,481,234309,98772,413972,3528,,,,,,8.7607648622412,,23.6652126312256,72.5901260375977,0.949579536914825,42.9011650085449,18.432988330660205,17.736712429502067,0.696275901158139,0.08509713048821156,0.10936051333856965,0.029487895182381534,0.0005875591376439733,0.28621703530607434,0.12065361984068719,0.505681977814451
2017,NE-501,1389.0,1332.0,57.0,827730,8.89608529006432,1.95141613483429,13.7141065597534,13.1499872207642,22.0588989257813,35.9999084472656,6.47581958770752,0,3939,2.23394870758057,1,0,3.24723172187805,44.384391784668,10.5164728164673,3.75678586959839,92.2154388427734,16.3036117553711,70249,92459,25776,511,235936,102979,418349,2524,-0.0356087386608124,28.7566928863525,25.7601833343506,10.7348031997681,62.0860023498535,8.96544185091757,0.221066266298294,26.8863296508789,75.3195953369141,1.0097473859787,40.2028579711914,16.78083433003516,16.09220397955855,0.6886303504766047,0.08486946226426492,0.11170188346441473,0.031140589322605196,0.0006173510685851667,0.28503980766675124,0.1244113418626847,0.5054172254237493
2010,NE-502,908.0,824.0,84.0,280554,0.0,,,11.1775903701782,24.4234485626221,40.7801818847656,,0,1221,2.04521441459656,1,0,4.31079006195068,44.7600021362305,14.4692287445068,3.77977442741394,98.0,,9024,14283,8925,327,76027,29904,140156,850,,,,,,8.08392,,18.1399993896484,71.7300033569336,0.800000011920929,24.9799995422363,32.36453588257519,29.370459875817133,2.9940760067580574,0.03216493081545799,0.05090998524348254,0.03181205757180436,0.0011655510169165295,0.27098882924499385,0.10658910584058684,0.4995687104799789
2011,NE-502,847.0,778.0,69.0,286182,-1.21080572190695,1.76985466480255,10.3000001907349,11.1775903701782,24.4234485626221,40.7801818847656,6.8668155670166,0,1193,2.04521441459656,1,0,4.21426248550415,44.7600021362305,14.1200351715088,3.72139549255371,98.0,14.8050785064697,9855,16901,10041,191,77301,31311,142797,397,,28.7748870849609,21.0142364501953,11.337306022644,61.8947792053223,8.04437,,18.8199996948242,76.1433334350586,1.0900000333786,34.2999992370605,29.596550446918393,27.185497340853022,2.411053106065371,0.03443612805836845,0.05905682397914614,0.03508606411304694,0.0006674074539978056,0.2701113277564627,0.1094093968174099,0.49897268172002435
2012,NE-502,981.0,856.0,125.0,290043,-1.20557545960929,,,11.1775903701782,24.4234485626221,40.7801818847656,,0,1137,2.04521441459656,1,0,3.99924468994141,44.7600021362305,13.8407068252563,3.72364902496338,97.0,,10031,17559,10529,208,78498,32016,144790,1814,,,,,,8.15591,,31.2800006866455,75.9099960327148,0.180000007152557,30.810001373291,33.82257113600397,29.512865333760857,4.309705802243116,0.034584527121840555,0.06053929934526949,0.03630151391345421,0.0007171350454932545,0.2706426288515841,0.11038363277169247,0.4992018424854246
2013,NE-502,956.0,853.0,103.0,293667,-0.350427573942824,1.76985466480255,10.3000001907349,11.1775903701782,24.4234485626221,40.7801818847656,6.8668155670166,0,1083,2.04521441459656,1,0,3.61023092269897,44.7600021362305,12.8427772521973,3.68667721748352,98.0,14.8050785064697,10323,18179,11070,200,79273,33625,146497,1555,,28.7748870849609,21.0142364501953,11.337306022644,61.8947792053223,7.98401,,26.0200004577637,76.9599990844727,0.730000019073486,20.0900001525879,32.55387905348575,29.04650505504534,3.50737399844041,0.035152059986311025,0.06190344846373614,0.03769575743954888,0.0006810434948427981,0.26994180483336566,0.11450043757044544,0.498854144319927
2014,NE-502,836.0,790.0,46.0,297528,1.58476947618924,,,11.1775903701782,24.4234485626221,40.7801818847656,,0,1243,2.04521441459656,1,0,3.45864486694336,44.7600021362305,14.0487613677979,3.71432971954346,98.0,,10721,18931,11714,218,80213,35090,148469,1773,,,,,,7.98105,,22.3500003814697,73.6399993896484,0.230000004172325,29.1500015258789,28.098195800059152,26.55212282541475,1.546072974644403,0.03603358339383184,0.06362762496302869,0.0393710844021403,0.0007327041488532172,0.2695981554677207,0.11793847973972198,0.49900849667930414
2015,NE-502,714.0,659.0,55.0,302852,4.67062423180522,1.8484548330307,11.5,11.1775903701782,24.4234485626221,40.7801818847656,3.57999467849731,0,1231,2.04521441459656,1,0,2.98064732551575,44.7600021362305,13.2559795379639,3.54216480255127,94.0,14.0554265975952,11318,19790,12470,216,81328,36904,151003,3210,,30.1935367584229,20.2278957366943,8.65692043304443,61.0578918457031,7.97635,,27.75,73.120002746582,0.370000004768372,35.6300010681152,23.575872043110166,21.759803468360783,1.8160685747493825,0.037371389325479114,0.06534544926234596,0.04117522750386327,0.0007132196584470303,0.2685404091767596,0.12185489942282039,0.49860327816887456
2016,NE-502,694.0,662.0,32.0,306500,9.181725463532,,,11.1775903701782,24.4234485626221,40.7801818847656,,0,1244,2.04521441459656,1,0,2.64015746116638,44.7600021362305,12.8492650985718,3.54112792015076,94.0,,11695,20621,13167,219,82130,38629,152673,1742,,,,,,8.30729,,25.3400001525879,73.2033309936523,0.949999988079071,42.2900009155273,22.64274061990212,21.59869494290375,1.0440456769983688,0.03815660685154976,0.067278955954323,0.04295921696574225,0.0007145187601957586,0.2679608482871126,0.1260326264274062,0.4981174551386623
2017,NE-502,606.0,557.0,49.0,310548,14.2603101545542,1.8484548330307,11.5,11.1775903701782,24.4234485626221,40.7801818847656,3.57999467849731,0,1166,2.04521441459656,1,0,2.78348994255066,44.7600021362305,11.5901565551758,3.48253703117371,95.0,14.0554265975952,12165,21414,13947,216,83159,40518,154667,2120,0.153152883052826,30.1935367584229,20.2278957366943,8.65692043304443,61.0578918457031,8.67659,0.249514624476433,27.1200008392334,75.8399963378906,1.21000003814697,33.8899993896484,19.513891572317323,17.936035653103545,1.5778559192137769,0.03917268828007264,0.06895552378376289,0.044910931643417445,0.0006955446501023996,0.267781470175303,0.13047258394837513,0.4980453907286474
2010,NH-500,813.0,710.0,103.0,917144,0.0,,,18.2538261413574,22.8164157867432,27.4145774841309,,0,1727,1.24746918678284,0,0,6.13628673553467,43.0099105834961,8.26369667053223,3.08822870254517,97.7354202270508,,7665,17453,13330,283,220531,130940,465447,-1123,,,,,,8.34980498941279,,22.8522300720215,65.2536849975586,2.79286670684814,52.394660949707,8.864474935233726,7.7414233751733645,1.1230515600603612,0.008357466221225893,0.019029727065760664,0.01453424980155788,0.00030856659368648764,0.24045406173948694,0.142769292499324,0.5074960965780728
2011,NH-500,808.0,647.0,161.0,915662,-4.59255024583427,2.11291790008545,10.9731540679932,18.2538261413574,22.8164157867432,27.4145774841309,5.6043906211853,0,1699,1.24746918678284,0,0,5.70412588119507,43.0099105834961,8.74766063690186,3.02603816986084,97.2673721313477,21.7800064086914,6342,15629,15648,234,220776,131542,464424,-1007,,25.1724338531494,17.9369354248047,13.5290994644165,65.6442108154297,8.48478011728127,,18.7215595245361,68.4083023071289,2.8552131652832,50.0555000305176,8.82421679615404,7.065926073158,1.75829072299604,0.006926136500149618,0.017068525285531124,0.017089275300274556,0.0002555528131559462,0.24111080289451783,0.14365781259897212,0.5072002551159708
2012,NH-500,761.0,695.0,66.0,916516,-7.7352494323666,,,18.2538261413574,22.8164157867432,27.4145774841309,,0,1305,1.24746918678284,0,0,5.28750610351563,43.0099105834961,8.91331958770752,3.02841377258301,97.2699127197266,,6659,16463,16222,244,217876,135125,464666,278,,,,,,8.89374481966491,,25.2531299591064,67.4508056640625,3.20740699768066,56.724178314209,8.303182923156823,7.5830645618843535,0.720118361272471,0.007265557829868764,0.01796258876004347,0.0176996364493364,0.0002662255759855802,0.23772198194030436,0.14743332358627673,0.5069916946349
2013,NH-500,759.0,647.0,112.0,918208,-9.94164357396927,2.11291790008545,10.9731540679932,18.2538261413574,22.8164157867432,27.4145774841309,5.6043906211853,0,1033,1.24746918678284,0,0,5.36842250823975,43.0099105834961,9.39155387878418,3.01524448394775,97.4116516113281,21.7800064086914,7099,17321,16845,241,214116,142507,465679,1259,,25.1724338531494,17.9369354248047,13.5290994644165,65.6442108154297,8.84160298694849,,22.8456916809082,67.999137878418,1.79029357433319,43.0990715026855,8.26610092702307,7.0463337283055685,1.2197671987175018,0.007731363699728166,0.018863917543737365,0.01834551648428243,0.0002624677632954625,0.23318899421481842,0.15520121802467415,0.5071606869031854
2014,NH-500,689.0,627.0,62.0,919251,-9.46925578521954,,,18.2538261413574,22.8164157867432,27.4145774841309,,0,1503,1.24746918678284,0,0,4.96827793121338,43.0099105834961,8.5155200958252,3.13631105422974,96.6913909912109,,7279,18018,17542,245,210611,149137,466054,746,,,,,,8.76739814112794,,18.8768119812012,67.8243865966797,3.28609752655029,44.7008056640625,7.49523253170244,6.820770388065936,0.674462143636504,0.007918403134725988,0.01960074016781053,0.01908292729624444,0.00026652133095313467,0.22911152666681897,0.16223751728309244,0.5069931933715601
2015,NH-500,718.0,642.0,76.0,923622,-6.63977183514596,2.17023253440857,11.6495637893677,18.2538261413574,22.8164157867432,27.4145774841309,4.00296068191528,0,1471,1.24746918678284,0,0,4.18193769454956,43.0099105834961,9.02024841308594,2.95842933654785,97.4521179199219,20.289176940918,7477,18810,18247,258,207482,155811,467422,4379,,26.0786380767822,19.1529598236084,11.4400177001953,63.7002372741699,8.82768622518736,,17.1060676574707,66.4812088012695,3.34684371948242,48.890739440918,7.773742938128368,6.950895496209488,0.8228474419188803,0.008095303056878247,0.020365474187492287,0.0197559174640708,0.00027933505265140935,0.22463951703185936,0.16869563522739822,0.5060749960481669
2016,NH-500,670.0,594.0,76.0,924125,-4.09351640128278,,,18.2538261413574,22.8164157867432,27.4145774841309,,0,167,1.24746918678284,0,0,3.29299020767212,43.0099105834961,8.25743293762207,2.94914245605469,96.620002746582,,7692,19699,18867,271,204444,160934,467477,968,,,,,,8.91481749909374,,25.2538661956787,66.5213012695313,1.99698972702026,41.4616661071777,7.2501014473150285,6.4277018801569055,0.8223995671581226,0.008323549303395104,0.02131638035979981,0.02041606925470039,0.0002932503719734884,0.2212298119843095,0.17414743676450697,0.5058590558636548
2017,NH-500,767.0,657.0,110.0,927297,-0.958765123903021,2.17023253440857,11.6495637893677,18.2538261413574,22.8164157867432,27.4145774841309,4.00296068191528,0,161,1.24746918678284,0,0,2.77626514434814,43.0099105834961,7.09384393692017,2.93118333816528,97.5487289428711,20.289176940918,7956,20678,19312,271,202494,166800,468990,3388,0.228248104453087,26.0786380767822,19.1529598236084,11.4400177001953,63.7002372741699,9.37135740940605,0.199395567178726,27.7488956451416,68.2353591918945,2.74243402481079,37.8630104064941,8.27135211264568,7.08510865450875,1.1862434581369292,0.008579775411761281,0.022299220206686746,0.020826121512309434,0.0002922472519591889,0.2183701661927085,0.1798776443793089,0.5057602903923986
2010,NH-502,761.0,627.0,134.0,405037,0.0,,,18.5946750640869,23.1014766693115,33.9482688903809,,0,1479,1.68786907196045,1,0,6.46584033966064,42.6199989318848,8.63600158691406,4.7039942741394,98.0,,8058,20558,12167,193,105763,48084,203967,-313,,,,,,8.45505,,23.5400009155273,66.0066680908203,2.80999994277954,50.6100006103516,18.788406985040872,15.480067253115147,3.308339731925725,0.019894478776013056,0.05075585687233512,0.030039230983836044,0.00047649967780721267,0.26111935452810486,0.11871508035068401,0.5035762164938018
2011,NH-502,661.0,512.0,149.0,401038,-4.28114116860729,2.18941640853882,12.6000003814697,18.5946750640869,23.1014766693115,33.9482688903809,5.53056001663208,0,0,1.68786907196045,1,0,6.15111827850342,42.6199989318848,7.47959041595459,4.69744968414307,97.0,22.165412902832,7656,21296,13143,97,104041,47861,202752,-400,,24.3192520141602,19.9605407714844,11.8180303573608,62.8668022155762,8.55505,,19.4500007629395,69.4899978637695,2.86999988555908,47.6100006103516,16.48222861673956,12.766869972421565,3.7153586443179947,0.019090460255636623,0.053102199791540954,0.0327724554780345,0.00024187234127439296,0.25942928101576407,0.11934280541993526,0.505568050907894
2012,NH-502,735.0,634.0,101.0,401829,-7.30819291518627,,,18.5946750640869,23.1014766693115,33.9482688903809,,0,0,1.68786907196045,1,0,5.65981578826904,42.6199989318848,8.26570510864258,4.77095794677734,96.0,,7836,21995,13750,98,102867,49180,203123,-809,,,,,,8.83059,,27.0100002288818,68.2799987792969,3.09999990463257,59.5800018310547,18.291362743853732,15.777855754562266,2.513506989291465,0.019500832443651403,0.05473721408857997,0.0342185357453046,0.0002438848365847164,0.25599695392816346,0.122390370033024,0.5054961189958913
2013,NH-502,688.0,598.0,90.0,402715,-10.1470433039012,2.18941640853882,12.6000003814697,18.5946750640869,23.1014766693115,33.9482688903809,5.53056001663208,0,0,1.68786907196045,1,0,5.78347778320313,42.6199989318848,9.32098388671875,4.70340061187744,96.0,22.165412902832,8035,22754,14131,96,101197,51983,203228,-424,,24.3192520141602,19.9605407714844,11.8180303573608,62.8668022155762,8.92665,,24.2600002288818,69.0666656494141,1.74000000953674,41.310001373291,17.084042064487292,14.849210980470058,2.234831084017233,0.019952075288976075,0.05650149609525347,0.03508933116471947,0.00023838198229517152,0.2512868902325466,0.12908136026718647,0.5046447239362825
2014,NH-502,687.0,616.0,71.0,403371,-9.58947479508917,,,18.5946750640869,23.1014766693115,33.9482688903809,,0,0,1.68786907196045,1,0,5.37257194519043,42.6199989318848,9.13972473144531,4.80280685424805,94.0,,8138,23494,14629,89,99406,54272,203282,-665,,,,,,8.90207,,20.5,68.7600021362305,3.07999992370605,43.8199996948242,17.031467309251283,15.27130110989635,1.7601661993549362,0.02017497539485982,0.058244147447387144,0.03626686102868079,0.00022064055175012581,0.24643814255362928,0.1345461126357621,0.5039578948412256
2015,NH-502,727.0,671.0,56.0,405062,-6.15611918246736,2.27109432220459,13.0,18.5946750640869,23.1014766693115,33.9482688903809,5.11852216720581,0,0,1.68786907196045,1,0,4.49421501159668,42.6199989318848,8.51894283294678,4.57704210281372,94.0,20.8978214263916,8335,24320,15195,95,97845,56745,204239,650,,24.6505756378174,20.4516658782959,9.94058799743652,61.9082794189453,8.99938,,18.9699993133545,67.3266677856445,3.76999998092651,51.3400001525879,17.9478697088347,16.5653653021019,1.3825044067327965,0.020577096839496177,0.060040191378110015,0.03751277582197293,0.00023453199757074225,0.2415556137085187,0.1400896652858081,0.504216638440535
2016,NH-502,696.0,629.0,67.0,406009,-2.36394976606746,,,18.5946750640869,23.1014766693115,33.9482688903809,,0,0,1.68786907196045,1,0,3.56924271583557,42.6199989318848,7.87765741348267,4.588294506073,93.0,,8491,25257,15727,98,96447,58616,204331,165,,,,,,9.11187,,26.6900005340576,67.6399993896484,1.82000005245209,40.9799995422363,17.142477137206317,15.49226741279134,1.6502097244149758,0.020913329507473974,0.06220798061126724,0.038735594531155715,0.00024137395969054873,0.23754892132933014,0.1443711838900123,0.5032671689543828
2017,NH-502,689.0,625.0,64.0,407718,1.66742885285116,2.27109432220459,13.0,18.5946750640869,23.1014766693115,33.9482688903809,5.11852216720581,0,0,1.68786907196045,1,0,3.02471399307251,42.6199989318848,7.84169435501099,4.58971309661865,97.0,20.8978214263916,8866,26470,16320,104,95165,60612,205126,660,0.267161965370178,24.6505756378174,20.4516658782959,9.94058799743652,61.9082794189453,9.44215,0.196909695863724,29.0499992370605,69.5466690063477,2.94000005722046,35.2799987792969,16.89893504824413,15.32922264898778,1.5697123992563489,0.021745422080948106,0.06492232376299305,0.04002766618103689,0.0002550782648791567,0.23340887574254754,0.14866157491207158,0.5031075400154028
2010,NJ-500,588.0,456.0,132.0,271926,0.0,,,22.0770359039307,31.5624504089355,32.9333305358887,,0,3,3.14197254180908,0,1,11.8894939422607,45.5599975585938,10.6374530792236,5.6135106086731,91.0,,42675,42906,18633,106,71756,39065,138560,-319,,,,,,11.14639,,32.7900009155273,72.6933288574219,3.05999994277954,60.4599990844727,21.623529930937096,16.769268109706317,4.854261821230776,0.15693607819774497,0.15778557401646037,0.06852231857196443,0.0003898119341291381,0.26388061457896633,0.14366040761089413,0.5095503923861638
2011,NJ-500,533.0,447.0,86.0,274761,-5.60405779280664,2.15292429924011,13.3999996185303,22.0770359039307,31.5624504089355,32.9333305358887,9.35726928710938,0,3,3.14197254180908,0,1,12.2724857330322,45.5599975585938,13.3545160293579,5.65778779983521,92.0,14.184178352356,41066,46518,20918,66,71500,39080,141499,-335,,28.315486907959,30.0697116851807,9.79430484771729,75.3474578857422,11.12609,,29.2999992370605,76.8366622924805,3.44000005722046,44.4199981689453,19.398677395991427,16.26868442027799,3.129992975713438,0.1494608041170326,0.16930350377236944,0.07613161984415547,0.00024020876325242665,0.2602261601901289,0.14223270405916413,0.514989390779623
2012,NJ-500,631.0,562.0,69.0,275107,-10.2905010759299,,,22.0770359039307,31.5624504089355,32.9333305358887,,0,4,3.14197254180908,0,1,12.5064420700073,45.5599975585938,12.7615795135498,5.73931264877319,92.0,,40829,47774,21393,68,70676,39723,141825,-514,,,,,,10.97774,,38.3699989318848,75.8399963378906,2.42000007629395,54.1399993896484,22.93653015008706,20.428415125751073,2.5081150243359858,0.14841134540378834,0.17365606836612663,0.07776247060234745,0.0002471765531229667,0.2569036774782176,0.1443910914662295,0.515526685980364
2013,NJ-500,746.0,686.0,60.0,275732,-15.2935751613895,2.15292429924011,13.3999996185303,22.0770359039307,31.5624504089355,32.9333305358887,9.35726928710938,0,3,3.14197254180908,0,1,12.6885070800781,45.5599975585938,13.8703527450562,6.19062948226929,93.0,14.184178352356,40845,49024,21842,74,69898,41405,142102,-296,,28.315486907959,30.0697116851807,9.79430484771729,75.3474578857422,11.15265,,35.6199989318848,75.0899963378906,2.91000008583069,43.6500015258789,27.055256553464957,24.879230557207723,2.1760259962572355,0.14813296969521128,0.17779583073419117,0.07921459968375089,0.00026837653953839234,0.25349977514398037,0.15016392729171804,0.515362743533576
2014,NJ-500,544.0,476.0,68.0,275954,-15.7070396557024,,,22.0770359039307,31.5624504089355,32.9333305358887,,0,24,3.14197254180908,0,1,11.6721715927124,45.5599975585938,16.7712726593018,5.923508644104,92.0,,40946,49697,22200,75,69070,42480,142255,-359,,,,,,11.32767,,28.5799999237061,73.9066696166992,2.91000008583069,47.6700019836426,19.713430499286112,17.249251686875347,2.464178812410764,0.14837980243083992,0.18009160947114375,0.08044819064046907,0.00027178442783942254,0.2502953390782522,0.1539386999282489,0.5155025837639606
2015,NJ-500,548.0,474.0,74.0,274842,-16.0083000307409,2.20607423782349,14.6000003814697,22.0770359039307,31.5624504089355,32.9333305358887,7.20785713195801,0,4,3.14197254180908,0,1,10.5347785949707,45.5599975585938,14.8307027816772,5.75756597518921,91.0,14.4071712493896,40615,50286,22481,79,67938,43602,141734,-1806,,27.0164127349854,33.3327827453613,7.69263648986816,73.1291046142578,11.68535,,30.7399997711182,71.9199981689453,5.17000007629395,53.0799980163574,19.93872843306336,17.24627240378108,2.6924560292822783,0.14777581301256723,0.1829633025520117,0.0817960864787769,0.00028743787339635137,0.2471892942126749,0.1586438753902242,0.5156926525058033
2016,NJ-500,476.0,360.0,116.0,273088,-16.8459883184753,,,22.0770359039307,31.5624504089355,32.9333305358887,,0,3,3.14197254180908,0,1,9.56748104095459,45.5599975585938,13.8867321014404,5.68429803848267,91.0,,40252,50477,22640,73,66657,44668,140922,-2174,,,,,,11.49441,,33.6699981689453,73.9433364868164,3.40000009536743,48.7700004577637,17.43027888446215,13.182563862198265,4.247715022263885,0.14739571127255682,0.18483785446449497,0.08290367940004686,0.0002673131005390204,0.24408615537848605,0.16356632294352003,0.5160314623857511
2017,NJ-500,422.0,313.0,109.0,270830,-16.9458960959115,2.20607423782349,14.6000003814697,22.0770359039307,31.5624504089355,32.9333305358887,7.20785713195801,0,1,3.14197254180908,0,1,7.40255117416382,45.5599975585938,13.9327259063721,5.7108473777771,92.0,14.4071712493896,39713,50750,22794,80,65508,45577,139725,-2354,-0.761829257011414,27.0164127349854,33.3327827453613,7.69263648986816,73.1291046142578,12.02462,0.174112349748611,38.1599998474121,75.6566696166992,3.55999994277954,42.4000015258789,15.581730236679837,11.557065317726988,4.0246649189528485,0.14663442011593988,0.18738692168518997,0.08416349739689104,0.0002953882509323192,0.24187866927592955,0.1682863789092789,0.5159140420189787
2010,NJ-501,522.0,450.0,72.0,894953,0.0,,,20.6693058013916,26.0507221221924,35.3126525878906,,1,507,2.20726323127747,0,1,7.78708982467651,47.9300003051758,6.56045579910278,3.19374132156372,98.0,,50708,138825,123618,338,217442,134698,457940,1978,,,,,,11.21121,,30.1499996185303,71.2866668701172,2.21000003814697,48.6300010681152,5.8327085332972795,5.028197011463172,0.8045115218341075,0.056659958679394336,0.15511987780363884,0.1381279240362343,0.00037767346441656713,0.24296471434812777,0.15050846245557029,0.5116916754287655
2011,NJ-501,1521.0,1494.0,27.0,906879,-3.32375871973738,2.46129679679871,11.6999998092651,20.6693058013916,26.0507221221924,35.3126525878906,4.72456455230713,1,397,2.20726323127747,0,1,8.03230762481689,47.9300003051758,6.8052077293396,3.20352959632874,96.0,20.8808193206787,47471,146994,132893,189,224712,137559,469937,3243,,25.2308044433594,16.061466217041,6.49017906188965,50.3656311035156,11.2025,,26.5100002288818,75.4766616821289,3.21000003814697,46.8300018310547,16.771807484791246,16.4740830915701,0.29772439322114636,0.052345461742966816,0.16208777576721922,0.1465388436605104,0.00020840707525480247,0.2477860883315194,0.15168396224854694,0.518191511767281
2012,NJ-501,454.0,422.0,32.0,914233,-6.45562287286683,,,20.6693058013916,26.0507221221924,35.3126525878906,,1,333,2.20726323127747,0,1,7.71205806732178,47.9300003051758,6.4792013168335,3.21681380271912,96.0,,48189,154036,136762,176,225900,139506,473055,5069,,,,,,11.42338,,34.3600006103516,74.4466705322266,2.49000000953674,72.629997253418,4.965911315824303,4.615891134973251,0.3500201808510522,0.052709757796972984,0.1684865893049146,0.14959206241734874,0.0001925110994680787,0.24709237141953966,0.15259348546814652,0.5174337395390453
2013,NJ-501,346.0,328.0,18.0,921035,-8.98766564483816,2.46129679679871,11.6999998092651,20.6693058013916,26.0507221221924,35.3126525878906,4.72456455230713,1,265,2.20726323127747,0,1,7.69089365005493,47.9300003051758,7.88753938674927,3.26829028129578,95.0,20.8808193206787,48933,159937,140934,183,225811,144101,476034,4793,,25.2308044433594,16.061466217041,6.49017906188965,50.3656311035156,11.36306,,32.8300018310547,74.3233337402344,2.65000009536743,38.3600006103516,3.756643341458251,3.561211028896839,0.19543231256141189,0.05312827416981982,0.17364920985630297,0.1530169863251668,0.00019868951777076875,0.245170921843361,0.15645550929117785,0.5168468082103286
2014,NJ-501,371.0,338.0,33.0,927202,-8.25629390040794,,,20.6693058013916,26.0507221221924,35.3126525878906,,1,298,2.20726323127747,0,1,6.74445343017578,47.9300003051758,7.9506950378418,3.32737970352173,95.0,,49388,165698,144883,183,224816,147369,478667,4380,,,,,,11.30046,,25.6299991607666,73.8199996948242,2.49000000953674,43.0800018310547,4.001285588253692,3.6453760884898867,0.3559094997638055,0.05326563143737826,0.178707552399585,0.15625829107357403,0.00019736799532356488,0.24246712151181726,0.15893947597179472,0.5162488864346712
2015,NJ-501,340.0,307.0,33.0,933348,-5.03512032634146,2.52652835845947,12.8999996185303,20.6693058013916,26.0507221221924,35.3126525878906,3.51769280433655,1,251,2.20726323127747,0,1,5.44375610351563,47.9300003051758,7.55955934524536,3.13564801216125,97.0,20.2524433135986,49981,171272,148980,190,224505,150595,481509,3891,,23.7405395507813,15.6028747558594,4.80294132232666,48.4899711608887,11.57964,,26.6499996185303,72.7933349609375,4.26999998092651,48.2599983215332,3.642799898858732,3.2892340263224433,0.3535658725362887,0.05355022992495832,0.18350283066980377,0.15961892027410998,0.00020356822964210562,0.24053729155684697,0.1613492502260679,0.5158943930881086
2016,NJ-501,296.0,285.0,11.0,938255,-2.81807429578315,,,20.6693058013916,26.0507221221924,35.3126525878906,,1,44,2.20726323127747,0,1,4.7097110748291,47.9300003051758,7.02431631088257,3.20313358306885,96.0,,50268,176544,152929,183,223779,153622,483923,2644,,,,,,11.43837,,31.3500003814697,73.836669921875,3.23000001907349,38.560001373291,3.1547926736335,3.037553756707931,0.11723891692556927,0.053576053418313785,0.18816206681552455,0.1629930029682762,0.0001950429254307198,0.2385055235516997,0.1637316081449073,0.5157691672306569
2017,NJ-501,302.0,297.0,5.0,942387,0.0434478264018026,2.52652835845947,12.8999996185303,20.6693058013916,26.0507221221924,35.3126525878906,3.51769280433655,1,4,2.20726323127747,0,1,4.18979549407959,47.9300003051758,6.76887559890747,3.04307079315186,94.0,20.2524433135986,51063,182095,156411,205,223018,156564,485808,1627,-0.347746133804321,23.7405395507813,15.6028747558594,4.80294132232666,48.4899711608887,11.73307,0.163869738578796,35.8300018310547,75.2933349609375,3.50999999046326,38.4199981689453,3.2046282472062964,3.1515714881465895,0.053056759059706894,0.054184745757316265,0.19322741081954653,0.1659732148257563,0.00021753271214479825,0.23665224583955424,0.166135568508479,0.5155079601055618
2010,NJ-502,716.0,688.0,28.0,444232,0.0,,,19.3785934448242,24.8576641082764,23.6643733978271,,0,0,1.42568171024323,0,1,8.43178844451904,42.8099975585938,5.89556789398193,1.06459736824036,96.0,,71766,27664,18334,177,111692,60986,224386,-1286,,,,,,9.63118,,32.6800003051758,72.6366653442383,2.6800000667572,55.5900001525879,16.11770426263754,15.487402978623782,0.6303012840137585,0.161550721244755,0.06227376686055935,0.04127122764681518,0.00039844045453726884,0.2514271821930883,0.13728412181022528,0.5051099425525402
