year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation,rate_homeless,rate_sheltered,rate_unsheltered,percent_black,percent_latino_hispanic,percent_asian,percent_pacific_inslander,percent_population_0_19,percent_population_65_plus,percent_female_population
2010,FL-606,401.0,324.0,77.0,317893,0.0,,,15.2868461608887,24.839225769043,27.9664897918701,,0,560,3.84531736373901,0,1,11.0948324203491,52.9799995422363,12.4721212387085,0.474597185850143,91.0,,19478,78801,3507,145,70901,85113,158583,929,,,,,,9.71538,,59.6500015258789,83.7399978637695,1.8400000333786,48.7099990844727,12.614307329824815,10.192108665494365,2.422198664330451,0.06127218906990717,0.24788529473753748,0.011032013916632326,0.0004561283199063836,0.22303416558401726,0.267741032359945,0.49885653348768294
2011,FL-606,390.0,285.0,105.0,322601,-6.10860631209353,2.18717432022095,15.3999996185303,15.2868461608887,24.839225769043,27.9664897918701,14.2395782470703,0,603,3.84531736373901,0,1,11.6423225402832,52.9799995422363,15.5665979385376,0.467358350753784,90.0,0.220469549298286,20201,83711,3467,77,69193,85718,163606,3176,,27.1751670837402,23.5781173706055,13.4236555099487,71.8126220703125,9.91607,,63.2099990844727,84.5200042724609,1.70000004768372,49.939998626709,12.089237169134627,8.834442546675305,3.2547946224593227,0.06261914873171504,0.2594877263244689,0.01074702186292045,0.00023868493898035034,0.21448476601126468,0.26570903375996974,0.5071465990496
2012,FL-606,455.0,350.0,105.0,327667,-10.5434305550014,,,15.2868461608887,24.839225769043,27.9664897918701,,0,646,3.84531736373901,0,1,10.1343994140625,52.9799995422363,16.0476951599121,0.475881159305573,95.0,,20701,86174,3563,80,69275,89179,166192,4626,,,,,,9.97005,,64.4199981689453,83.1733322143555,0.150000005960464,46.1800003051758,13.886048946033625,10.681576112333557,3.2044728337000676,0.06317694488611914,0.26299261140120916,0.010873844482355562,0.0002441503111390528,0.2114189100519735,0.2721635074633698,0.5071978563602682
2013,FL-606,396.0,342.0,54.0,332556,-8.83772892311376,2.18717432022095,15.3999996185303,15.2868461608887,24.839225769043,27.9664897918701,14.2395782470703,0,632,3.84531736373901,0,1,8.43076229095459,52.9799995422363,14.0105724334717,0.474652647972107,97.0,0.220469549298286,21729,87324,3764,98,69342,93707,168750,4668,,27.1751670837402,23.5781173706055,13.4236555099487,71.8126220703125,9.94617,,70.5,82.6333312988281,0.180000007152557,52.9099998474121,11.90776891711471,10.283982246599068,1.6237866705156425,0.06533937141413777,0.2625843466964962,0.01131839449596459,0.00029468721057506104,0.20851225056832534,0.28177810654446167,0.5074333345361383
2014,FL-606,361.0,326.0,35.0,339483,-0.566572237960344,,,15.2868461608887,24.839225769043,27.9664897918701,,0,519,3.84531736373901,0,1,7.06218862533569,52.9799995422363,13.2601633071899,0.536407649517059,95.0,,22436,90105,4032,102,69560,97915,172421,6675,,,,,,9.46331,,63.9700012207031,82.9533309936523,2.61999988555908,52.4099998474121,10.633816715417266,9.602837255473764,1.0309794599435023,0.06608872903797834,0.26541829782345505,0.011876883378549146,0.000300456871183535,0.2048998035247715,0.28842386805819437,0.5078928841797675
2015,FL-606,389.0,345.0,44.0,348216,13.5937437657104,2.27726721763611,15.0,15.2868461608887,24.839225769043,27.9664897918701,10.7687587738037,0,392,3.84531736373901,0,1,5.9671745300293,52.9799995422363,14.1323204040527,0.464597761631012,93.0,0.256009101867676,23122,93672,4264,103,70210,102421,176693,8336,,27.5817337036133,24.9076042175293,10.8601455688477,70.9851837158203,9.2903,,67.0100021362305,82.6900024414063,0.800000011920929,51.9799995422363,11.171227054471938,9.907643531601076,1.2635835228708618,0.06640131412686379,0.26900544489627126,0.012245273048912169,0.00029579341558113356,0.20162772531991638,0.29413065453626486,0.5074235531968663
2016,FL-606,545.0,328.0,217.0,357194,29.346047959143,,,15.2868461608887,24.839225769043,27.9664897918701,,0,326,3.84531736373901,0,1,5.26180744171143,52.9799995422363,13.4935083389282,0.457512199878693,98.0,,23814,97007,4628,104,70707,107494,181163,8789,,,,,,9.09189,,64.5400009155273,82.6300048828125,8.77000045776367,53.7400016784668,15.257815080880418,9.182685039502344,6.075130041378075,0.0666696529057039,0.27158070964237924,0.012956544622810014,0.0002911583061305621,0.19795125338051592,0.30094010537691,0.5071837712839521
2017,FL-606,621.0,434.0,187.0,366095,40.9308542472968,2.27726721763611,15.0,15.2868461608887,24.839225769043,27.9664897918701,10.7687587738037,0,363,3.84531736373901,0,1,4.65301704406738,52.9799995422363,11.2200384140015,0.449215441942215,96.0,0.256009101867676,24641,100425,4911,102,71126,112711,185999,8929,1.03531098365784,27.5817337036133,24.9076042175293,10.8601455688477,70.9851837158203,9.25968,0.150373041629791,67.5500030517578,83.0966644287109,1.94000005722046,56.9200019836426,16.96281019953837,11.854846419645176,5.107963779893198,0.067307666042967,0.2743140441688633,0.013414550867944113,0.0002786162061759926,0.19428290471052595,0.3078736393559049,0.5080621150247886
2010,GA-500,7019.0,4855.0,2164.0,1780267,0.0,,,15.0857162475586,25.8787040710449,47.6239585876465,,1,21960,2.19142746925354,1,0,10.0707340240479,52.0576057434082,16.8574714660645,6.2900652885437,88.3633346557617,,823059,136110,78774,990,486948,147242,915651,12087,,,,,,8.23334354223271,,37.6524925231934,77.4278717041016,4.54897928237915,71.8288879394531,39.42667026912255,27.271190220343353,12.1554800487792,0.46232334812699444,0.07645482391124478,0.04424841891693774,0.0005560963608267749,0.27352526334532967,0.08270781854631917,0.514333524128684
2011,GA-500,6805.0,4427.0,2378.0,1618369,-7.56530140358313,2.05745720863342,16.5942134857178,15.0857162475586,25.8787040710449,47.6239585876465,12.5604305267334,1,23411,2.19142746925354,1,0,10.6132879257202,52.0576057434082,17.9806938171387,6.34967231750488,92.8515014648438,5.52549266815186,777734,139745,88932,539,431825,146957,836205,11814,,34.9062194824219,37.8266754150391,8.32348728179932,53.7525749206543,8.28485223907527,,38.8342361450195,80.6801071166992,2.78270673751831,44.8951721191406,42.04850686091985,27.3547009365602,14.693805924359648,0.4805665457012585,0.08634928128257524,0.05495162104563298,0.00033305136220478765,0.26682728104653514,0.09080561973196472,0.5166961304869285
2012,GA-500,6811.0,4433.0,2378.0,1648493,-12.60159395163,,,15.0857162475586,25.8787040710449,47.6239585876465,,1,27734,2.19142746925354,1,0,10.3405799865723,52.0576057434082,19.4029941558838,6.12487888336182,95.151123046875,,793678,139133,93661,498,438779,152632,851835,15596,,,,,,8.40427381592157,,46.9476203918457,80.4065322875977,4.18987035751343,42.317081451416,41.31652363704305,26.89122732095314,14.425296316089907,0.48145670014977315,0.08440011574207473,0.056816134493746714,0.0003020940944244228,0.26616976838846146,0.09258880686784839,0.5167355882008599
2013,GA-500,6677.0,4600.0,2077.0,1685522,-15.4971804062924,2.05745720863342,16.5942134857178,15.0857162475586,25.8787040710449,47.6239585876465,12.5604305267334,1,25235,2.19142746925354,1,0,9.22963428497314,52.0576057434082,19.3414859771729,6.03720092773438,95.735221862793,5.52549266815186,809203,139203,99987,538,443668,162633,871735,22590,,34.9062194824219,37.8266754150391,8.32348728179932,53.7525749206543,8.38652986673565,,48.1570701599121,78.0636825561523,5.87606763839722,39.0547904968262,39.61384069742193,27.291248645820108,12.322592051601818,0.4800904408248602,0.08258747141834992,0.05932108865977424,0.00031918895155328737,0.26322290661290687,0.096488209587297,0.5171899269187824
2014,GA-500,6075.0,4316.0,1759.0,1700251,-10.7610089992841,,,15.0857162475586,25.8787040710449,47.6239585876465,,1,13588,2.19142746925354,1,0,8.22557926177979,52.0576057434082,18.4391593933105,6.20691204071045,96.5781097412109,,816817,136963,105064,539,446615,172268,880925,1595,,,,,,8.338138209135,,35.0459403991699,75.9734039306641,3.25578117370605,68.7516479492188,35.73001868547644,25.38448734922079,10.345531336255647,0.48040965716238365,0.08055457694187505,0.06179322935260735,0.00031701201763739586,0.26267592255496397,0.10131915817135234,0.5181146783621947
2015,GA-500,5474.0,4187.0,1287.0,1720305,-2.77080479275381,2.13184118270874,18.5951442718506,15.0857162475586,25.8787040710449,47.6239585876465,8.04332065582275,1,14038,2.19142746925354,1,0,7.10867023468018,52.0576057434082,18.1854381561279,5.86538600921631,84.0617523193359,5.47205781936646,827159,136416,109759,528,447426,181207,893022,7228,,36.3032379150391,36.7679252624512,7.26869201660156,52.0719909667969,8.38398135219627,,41.1448364257813,76.7048492431641,3.89032864570618,48.2485961914063,31.819938906182337,24.33870738037732,7.4812315258050175,0.48082113346179894,0.0792975664199081,0.06380205835593107,0.00030692231900738534,0.2600852755761333,0.10533422852343044,0.519106786296616
2016,GA-500,5019.0,3962.0,1057.0,1746259,3.0829829534399,,,15.0857162475586,25.8787040710449,47.6239585876465,,1,19969,2.19142746925354,1,0,6.00001811981201,52.0576057434082,16.3423633575439,5.69470930099487,86.4897003173828,,839666,137846,115137,505,451398,190554,908139,12899,,,,,,8.48639747748186,,40.6440162658691,78.7424850463867,5.07800579071045,62.8958206176758,28.741440988994185,22.688501533850364,6.052939455143824,0.4808370350560828,0.07893788951123516,0.06593351845287555,0.00028918963338198973,0.25849430124626416,0.1091212700979637,0.5200482860789837
2017,GA-500,4325.0,3369.0,956.0,1770938,10.532364169877,2.13184118270874,18.5951442718506,15.0857162475586,25.8787040710449,47.6239585876465,8.04332065582275,1,19154,2.19142746925354,1,0,5.37266492843628,52.0576057434082,16.1990985870361,5.59736204147339,88.0596237182617,5.47205781936646,850628,139514,119024,482,453539,199935,921455,12245,-0.648796141147614,36.3032379150391,36.7679252624512,7.26869201660156,52.0719909667969,9.08405961072607,0.167979702353477,49.7774620056152,80.3940200805664,7.47194194793701,36.5117340087891,24.42208592282734,19.023816756995448,5.398269165831893,0.48032624518757855,0.07877972012571868,0.06720958045962083,0.00027217214831913936,0.25610100410065173,0.11289779766428865,0.5203203048328061
2010,GA-501,9750.0,1943.0,7807.0,6558670,0.0,,,13.9013748168945,24.8261318206787,32.766731262207,,0,29733,2.4678373336792,0,0,10.1187839508057,44.387092590332,16.0288600921631,2.54556679725647,94.1465759277344,,1627366,556263,161624,3741,1950986,715685,3314027,29116,,,,,,8.86106813927976,,39.7161674499512,78.0832977294922,5.48436832427979,65.8075866699219,14.865818832171767,2.962490870862538,11.90332796130923,0.24812439107319015,0.0848133844209268,0.02464280105570184,0.0005703900333451752,0.2974667120010612,0.10912044667592667,0.5052894870453918
2011,GA-501,11168.0,2313.0,8855.0,6629415,-8.63756114502246,1.79105401039124,19.0710582733154,13.9013748168945,24.8261318206787,32.766731262207,9.89690780639648,0,35408,2.4678373336792,0,0,10.7058916091919,44.387092590332,17.1877155303955,2.52887320518494,93.6244583129883,4.51970386505127,1653807,586431,180826,3532,1943546,745265,3377755,9784,,23.1948566436768,28.1411018371582,11.7897176742554,77.0504608154297,9.05035088662273,,40.1807060241699,81.0744171142578,3.16996574401855,44.6071395874023,16.846131973937368,3.488995635361491,13.357136338575877,0.24946499804281375,0.08845893642199198,0.02727631321919053,0.0005327770248204404,0.2931700610083997,0.1124179131944523,0.5095102659887788
2012,GA-501,11105.0,2250.0,8855.0,6678656,-15.619492782294,,,13.9013748168945,24.8261318206787,32.766731262207,,0,34972,2.4678373336792,0,0,10.3628101348877,44.387092590332,18.5729885101318,2.52057385444641,94.1119384765625,,1675626,602703,187689,3683,1932925,770365,3401884,12042,,,,,,9.12022389410384,,48.1125869750977,80.9263229370117,3.82723093032837,42.7346458435059,16.627596929681662,3.368941295973322,13.25865563370834,0.2508926945780708,0.09024315670697818,0.028102809906663855,0.0005514582574697663,0.28941826020085476,0.11534730939877724,0.5093665551871515
2013,GA-501,7651.0,2334.0,5317.0,6720822,-20.6382327314511,1.79105401039124,19.0710582733154,13.9013748168945,24.8261318206787,32.766731262207,9.89690780639648,0,37105,2.4678373336792,0,0,9.28965473175049,44.387092590332,18.6113109588623,2.50917363166809,93.2190399169922,4.51970386505127,1693016,614631,194633,3788,1920993,815087,3424140,5578,,23.1948566436768,28.1411018371582,11.7897176742554,77.0504608154297,9.16957127285621,,50.0635452270508,78.0038833618164,4.90869522094727,42.4371871948242,11.384024156568945,3.4727894891428464,7.911234667426098,0.25190609124895735,0.09145175991865281,0.02895970165554154,0.0005636215331993617,0.28582709079335833,0.12127787345059875,0.5094823222516531
2014,GA-501,7577.0,2260.0,5317.0,6760848,-18.3768550453654,,,13.9013748168945,24.8261318206787,32.766731262207,,0,36097,2.4678373336792,0,0,8.30171203613281,44.387092590332,18.4324359893799,2.57461357116699,93.1820068359375,,1712767,626032,201607,3933,1910190,853144,3446483,8925,,,,,,8.91245714176979,,37.2620162963867,76.7907638549805,3.30289196968079,66.7396926879883,11.207174011307458,3.3427759357997697,7.8643980755076885,0.25333611996601607,0.09259666834692926,0.0298197800039285,0.0005817317590929422,0.2825370426905027,0.12618890411380349,0.509770815731991
2015,GA-501,5797.0,2279.0,3518.0,6828056,-12.6440547262389,1.88565063476563,19.6485195159912,13.9013748168945,24.8261318206787,32.766731262207,7.55616044998169,0,35285,2.4678373336792,0,0,7.13963937759399,44.387092590332,17.7856616973877,2.41898274421692,91.8205718994141,3.78606772422791,1741892,642856,210476,4034,1911203,891721,3482409,35103,,23.5625076293945,29.4400939941406,10.3177156448364,75.5236206054688,8.93751489293585,,42.7510986328125,77.5271759033203,3.75526857376099,49.8843536376953,8.489971376918994,3.3376996322232855,5.1522717446957085,0.25510804246479524,0.09414919854201548,0.030825171908373333,0.0005907977321802868,0.2799044120317701,0.1305966149076692,0.5100147098969311
2016,GA-501,5575.0,2057.0,3518.0,6900078,-8.17013912498754,,,13.9013748168945,24.8261318206787,32.766731262207,,0,34468,2.4678373336792,0,0,5.99824810028076,44.387092590332,16.7651443481445,2.41279911994934,91.3180770874023,,1773331,661594,220953,4210,1915402,928281,3520054,41944,,,,,,9.05756153801594,,42.2763328552246,79.2064056396484,3.99345135688782,59.9968948364258,8.079618810106204,2.981125720607796,5.098493089498409,0.257001587518286,0.0958821045211373,0.03202181192734343,0.0006101380303237152,0.2775913547643954,0.13453195746482866,0.5101469867442078
2017,GA-501,3716.0,1843.0,1873.0,6979482,-3.71904912173564,1.88565063476563,19.6485195159912,13.9013748168945,24.8261318206787,32.766731262207,7.55616044998169,0,30112,2.4678373336792,0,0,5.38807535171509,44.387092590332,15.538761138916,2.37906002998352,90.6253814697266,3.78606772422791,1809780,683828,232286,4286,1925741,963950,3562928,50616,0.642215609550476,23.5625076293945,29.4400939941406,10.3177156448364,75.5236206054688,9.33530199573836,0.156420424580574,51.066951751709,80.6924133300781,7.31967878341675,38.0226631164551,5.324177352989806,2.6405971102153423,2.6835802427744637,0.25930004547615426,0.09797689857212899,0.033281266432093386,0.0006140856871613108,0.2759146022584484,0.1381119687678828,0.5104860217420146
2010,GA-503,496.0,269.0,227.0,116965,0.0,,,12.8272247314453,36.9714622497559,61.4685668945313,,1,0,2.33179664611816,1,0,7.59772205352783,53.4099998474121,33.1415367126465,4.97165822982788,93.0,,28851,10855,3703,53,31226,10199,60230,263,,,,,,7.72391,,38.6599998474121,78.1033325195313,6.19000005722046,63.6300010681152,42.40584790321891,22.998332834608643,19.407515068610266,0.24666353182575984,0.09280554011883897,0.03165904330355235,0.00045312700380455693,0.2669687513358697,0.08719702475099389,0.5149403667763861
2011,GA-503,407.0,278.0,129.0,117481,-4.6183520436912,1.78674685955048,14.6999998092651,12.8272247314453,36.9714622497559,61.4685668945313,15.647141456604,1,0,2.33179664611816,1,0,9.31546497344971,53.4099998474121,30.4738636016846,4.98541736602783,96.0,5.54923057556152,30949,12307,4950,52,29864,9997,61719,-970,,33.2293395996094,37.7862396240234,9.51964473724365,58.6318435668945,7.99952,,39.2700004577637,80.5166625976563,3.16000008583069,48.9000015258789,34.64389986465896,23.663400890356737,10.980498974302227,0.2634383432214571,0.10475736502072676,0.04213447280836901,0.00044262476485559365,0.2542028072624509,0.08509461104348788,0.5253530358100459
2012,GA-503,361.0,138.0,223.0,118433,-10.6692384378657,,,12.8272247314453,36.9714622497559,61.4685668945313,,1,0,2.33179664611816,1,0,9.30618953704834,53.4099998474121,35.7898559570313,4.98767280578613,95.0,,31367,12341,5109,55,30099,10247,62083,142,,,,,,8.48284,,46.4199981689453,80.7066650390625,3.51999998092651,39.2000007629395,30.481369212972737,11.652157760083762,18.829211452888977,0.26485016844967196,0.10420237602695195,0.04313831449004923,0.00046439759188739627,0.2541436930585225,0.08652149316491181,0.5242035581299131
2013,GA-503,213.0,118.0,95.0,120135,-15.2139049022583,1.78674685955048,14.6999998092651,12.8272247314453,36.9714622497559,61.4685668945313,15.647141456604,1,0,2.33179664611816,1,0,8.71083164215088,53.4099998474121,30.9335327148438,4.70535373687744,95.0,5.54923057556152,31911,12528,5277,54,31039,10758,62881,879,,33.2293395996094,37.7862396240234,9.51964473724365,58.6318435668945,8.4598,,48.2700004577637,77.5533294677734,5.17999982833862,37.9599990844727,17.7300536895992,9.822283264660589,7.907770424938611,0.2656261705581221,0.10428268198276938,0.043925583718316896,0.00044949431889124733,0.2583676697049153,0.0895492570857785,0.5234194864111208
2014,GA-503,247.0,160.0,87.0,121094,-13.2265614841143,,,12.8272247314453,36.9714622497559,61.4685668945313,,1,0,2.33179664611816,1,0,7.81816911697388,53.4099998474121,33.8208351135254,4.8090934753418,91.0,,32626,12647,5304,53,30971,11281,63333,258,,,,,,8.29595,,36.0699996948242,75.913330078125,4.34999990463257,61.6500015258789,20.3973772441244,13.212875947610947,7.184501296513452,0.26942705666672173,0.10443952631839727,0.04380068376633029,0.0004376765157646126,0.25575998810841166,0.09315903347812443,0.5230069202437776
2015,GA-503,226.0,135.0,91.0,120721,-8.85310563044516,1.86408007144928,15.5,12.8272247314453,36.9714622497559,61.4685668945313,8.16293239593506,1,0,2.33179664611816,1,0,6.90894222259521,53.4099998474121,34.6990165710449,4.70039319992065,95.0,4.70810508728027,32951,12694,5361,48,30194,11778,62989,-1031,,34.6451072692871,36.1700134277344,6.89441251754761,58.7225074768066,7.99257,,41.2900009155273,77.3966674804688,3.24000000953674,43.7900009155273,18.720852212953833,11.182809950215786,7.538042262738048,0.2729516819774521,0.10515154778373274,0.044408180846745804,0.00039761102045211686,0.2501138989902337,0.09756380414343818,0.5217733451512164
2016,GA-503,224.0,148.0,76.0,123875,-5.92302024186209,,,12.8272247314453,36.9714622497559,61.4685668945313,,1,0,2.33179664611816,1,0,6.08330392837524,53.4099998474121,34.5291595458984,4.62235450744629,94.0,,33832,13075,5435,49,31541,12337,64848,2502,,,,,,7.9238,,41.4000015258789,79.2033309936523,3.97000002861023,66.2699966430664,18.082744702320888,11.94752774974773,6.135216952573159,0.27311402623612513,0.10554994954591322,0.043874873864783046,0.0003955600403632694,0.25461957618567105,0.09959233097880929,0.5234954591321898
2017,GA-503,239.0,146.0,93.0,125018,0.559143513501795,1.86408007144928,15.5,12.8272247314453,36.9714622497559,61.4685668945313,8.16293239593506,1,0,2.33179664611816,1,0,5.50087547302246,53.4099998474121,25.5563201904297,4.59722280502319,94.0,4.70810508728027,34588,13419,5407,49,30963,12858,65420,525,-0.311737328767776,34.6451072692871,36.1700134277344,6.89441251754761,58.7225074768066,8.27934,0.165083840489388,50.1599998474121,80.8400039672852,6.44999980926514,35.6100006103516,19.117247116415236,11.678318322161608,7.438928794253628,0.276664160360908,0.10733654353773056,0.043249772032827274,0.00039194356012734166,0.2476683357596506,0.10284918971668079,0.5232846470108304
2010,GA-504,556.0,512.0,44.0,198509,0.0,,,14.3995504379272,30.9447288513184,47.4375610351563,,0,1386,2.09190011024475,1,0,10.1047630310059,48.4199981689453,21.7748317718506,8.79075622558594,91.0,,102147,8361,3217,208,59125,24441,103276,-1111,,,,,,7.67953,,41.2900009155273,80.1900024414063,5.75,53.2700004577637,28.008805646091613,25.792281458271415,2.2165241878201996,0.5145711277574316,0.04211899712355611,0.01620581434594905,0.001047811434242276,0.2978454377383393,0.12312288107843977,0.5202585273211794
2011,GA-504,497.0,492.0,5.0,200880,-5.14189301322124,1.70474803447723,17.3999996185303,14.3995504379272,30.9447288513184,47.4375610351563,10.4737243652344,0,1209,2.09190011024475,1,0,11.0118675231934,48.4199981689453,24.6256465911865,8.80051803588867,92.0,7.84859132766724,107915,8320,3354,404,56448,22766,103699,1518,,31.5458812713623,47.7781372070313,16.4491691589355,79.5374755859375,7.76639,,41.560001373291,82.8233337402344,2.09999990463257,33.2200012207031,24.741138988450814,24.492234169653525,0.2489048187972919,0.5372112704101951,0.041417761847869376,0.01669653524492234,0.0020111509358821185,0.2810035842293907,0.11333134209478296,0.5162236160892075
2012,GA-504,396.0,391.0,5.0,200378,-11.0693145986613,,,14.3995504379272,30.9447288513184,47.4375610351563,,0,0,2.09190011024475,1,0,11.2427968978882,48.4199981689453,23.9986419677734,8.77326679229736,94.0,,108476,8713,3345,421,55450,23056,103522,-1639,,,,,,7.87129,,49.5900001525879,83.0033340454102,1.74000000953674,34.5499992370605,19.762648594157042,19.513120202816676,0.2495283913403667,0.5413568355807524,0.043482817474972305,0.016693449380670532,0.0021010290550858876,0.27672698599646667,0.11506253181486989,0.5166335625667489
2013,GA-504,476.0,330.0,146.0,201589,-15.0882336670908,1.70474803447723,17.3999996185303,14.3995504379272,30.9447288513184,47.4375610351563,10.4737243652344,0,0,2.09190011024475,1,0,10.6274728775024,48.4199981689453,26.1323776245117,8.89429759979248,97.0,7.84859132766724,109500,8939,3374,426,54556,23820,103668,58,,31.5458812713623,47.7781372070313,16.4491691589355,79.5374755859375,7.86767,,52.4700012207031,79.2799987792969,1.0,39.1199989318848,23.61239948608307,16.369940820183643,7.242458665899429,0.5431843999424572,0.04434269727018835,0.01673702434160594,0.002113210542241888,0.2706298458745269,0.11816120919296191,0.5142542499838781
2014,GA-504,472.0,326.0,146.0,201142,-14.9969574597555,,,14.3995504379272,30.9447288513184,47.4375610351563,,0,0,2.09190011024475,1,0,9.82886219024658,48.4199981689453,26.3833522796631,9.6740779876709,90.0,,109850,9130,3424,423,54074,24540,103495,-1590,,,,,,7.36695,,40.3499984741211,78.3399963378906,2.77999997138977,55.8600006103516,23.466009088106908,16.207455429497568,7.25855365860934,0.5461315886289289,0.04539081842678307,0.017022799813067386,0.0021029919161587337,0.26883495242167227,0.12200336080977618,0.5145369937655985
2015,GA-504,407.0,278.0,129.0,201292,-14.3690877911158,1.8131947517395,18.1000003814697,14.3995504379272,30.9447288513184,47.4375610351563,8.93365001678467,0,0,2.09190011024475,1,0,8.65208530426025,48.4199981689453,24.6219425201416,8.95604610443115,85.0,7.04891777038574,110463,9380,3434,458,53670,25108,103613,-827,,34.1631011962891,49.6329803466797,15.5856418609619,78.5574035644531,7.55747,,45.0499992370605,79.879997253418,2.35999989509583,40.7700004577637,20.21938278719472,13.810782346044551,6.40860044115017,0.5487699461478847,0.04659897064960356,0.017059793732488126,0.0022753015519742462,0.2666275857957594,0.12473421695844843,0.5147397810146453
2016,GA-504,287.0,266.0,21.0,201597,-11.3486751120208,,,14.3995504379272,30.9447288513184,47.4375610351563,,0,0,2.09190011024475,1,0,7.39303731918335,48.4199981689453,23.0167121887207,8.70204830169678,93.0,,111121,9603,3473,442,53260,25850,103757,-730,,,,,,8.03828,,44.4900016784668,81.2799987792969,2.0,49.5900001525879,14.236322961155174,13.194640793265773,1.041682167889403,0.5512036389430398,0.0476346374201997,0.017227438900380462,0.0021924929438434104,0.26419043934185527,0.12822611447590987,0.5146753175890514
2017,GA-504,246.0,199.0,47.0,202008,-11.1993140454722,1.8131947517395,18.1000003814697,14.3995504379272,30.9447288513184,47.4375610351563,8.93365001678467,0,0,2.09190011024475,1,0,6.7370080947876,48.4199981689453,24.2213172912598,8.43449974060059,93.0,7.04891777038574,111755,10002,3556,429,53257,26539,103913,-394,-0.223813191056252,34.1631011962891,49.6329803466797,15.5856418609619,78.5574035644531,8.59716,0.148516774177551,54.1199989318848,82.5866622924805,10.039999961853,38.4199981689453,12.177735535226327,9.85109500613837,2.326640529087957,0.5532206645281375,0.04951289057859095,0.01760326323709952,0.002123678270167518,0.26363807373965387,0.1313759851095006,0.514400419785355
2010,GA-505,468.0,264.0,204.0,241150,0.0,,,15.4978618621826,24.0522079467773,49.1577758789063,,0,303,2.36513113975525,1,0,9.73863124847412,48.5407180786133,17.4318885803223,6.48143148422241,93.727424621582,,104088,14016,4138,265,72034,29924,125016,3084,,,,,,8.01775503756998,,41.4818077087402,79.3954544067383,5.53876543045044,77.1088409423828,19.40700808625337,10.947543023014722,8.459465063238648,0.4316317644619531,0.05812150114036906,0.01715944432925565,0.001098901098901099,0.2987103462575161,0.12408874144723202,0.5184159236989425
2011,GA-505,486.0,261.0,225.0,244419,-4.75011490949315,1.69757318496704,19.2205200195313,15.4978618621826,24.0522079467773,49.1577758789063,11.2693357467651,0,267,2.36513113975525,1,0,10.2556571960449,48.5407180786133,20.3142967224121,6.64632320404053,94.7818984985352,6.8443717956543,107925,14320,4425,513,70028,28913,126985,938,,31.1506099700928,42.4915199279785,17.3152885437012,79.4444808959961,8.27143398168718,,42.2905349731445,82.8079833984375,3.9445686340332,38.9657592773438,19.88388791378739,10.678384249996931,9.205503663790457,0.44155732573981565,0.05858791665132416,0.01810415720545457,0.0020988548353442246,0.28650800469685256,0.11829276774718823,0.5195381701095251
2012,GA-505,333.0,278.0,55.0,250165,-9.95900531105997,,,15.4978618621826,24.0522079467773,49.1577758789063,,0,324,2.36513113975525,1,0,10.0784425735474,48.5407180786133,19.167350769043,6.51502466201782,95.2464981079102,,110716,15656,4582,516,70435,29111,128953,4142,,,,,,8.44046500301801,,50.5723304748535,82.3230209350586,5.44520330429077,40.0246467590332,13.311214598365078,11.112665640677152,2.198548957687926,0.44257190254432077,0.06258269542102213,0.01831591149841105,0.0020626386584853998,0.2815541742449983,0.1163671976495513,0.5154717886195112
2013,GA-505,294.0,234.0,60.0,256529,-12.8968125260537,1.69757318496704,19.2205200195313,15.4978618621826,24.0522079467773,49.1577758789063,11.2693357467651,0,307,2.36513113975525,1,0,9.55605983734131,48.5407180786133,19.0995941162109,6.53567838668823,95.4315795898438,6.8443717956543,112963,17032,4945,478,71515,29794,130973,4377,,31.1506099700928,42.4915199279785,17.3152885437012,79.4444808959961,8.72837343497227,,53.7037773132324,79.3229675292969,3.26983451843262,39.0822372436523,11.460692553278577,9.121775705670704,2.338916847607873,0.44035177309388024,0.06639405291409549,0.019276573019034886,0.001863337088594272,0.2787793972611284,0.11614281426271493,0.5105582604695765
2014,GA-505,312.0,199.0,113.0,262397,-14.5373901460393,,,15.4978618621826,24.0522079467773,49.1577758789063,,0,317,2.36513113975525,1,0,8.84351921081543,48.5407180786133,22.4671020507813,6.78887224197388,96.6480865478516,,115870,17677,5203,505,71922,30555,133433,4038,,,,,,8.56318129959565,,38.4123802185059,78.4431533813477,2.92731714248657,62.4646911621094,11.890379844281757,7.58392816991048,4.306451674371277,0.4415827924861946,0.06736738606005405,0.019828732798012172,0.0019245646863340663,0.2740961215257796,0.11644569107116316,0.5085157223596306
